hostel_name,hostel_link,city,price,distance,summary_score,rating_band,value_for_money,security,location,staff,atmosphere,cleanliness,facilities,Free,General,Services,Food & Drink,Entertainment,latitude,longitude,free_breakfast,free_parking,free_cityMaps,free_wifi,free_cityTour,free_linen,free_internetAccess,free_towel,free_airportTransfer,general_outdoorTerrace,general_washingMachine,general_cardPhones,general_iron,general_hairDryers,general_utensils,general_meetingRoom,general_commonRoom,general_readingLight,general_cableTV,general_airConditioning,general_jobBoard,general_securityLocker,general_adaptor,general_elevator,general_covid19Guide,general_microwave,general_ceilingFan,general_wheelchairFriendly,general_flexibleNRR,general_bicycleParking,general_cooker,general_safeDepositBox,general_selfCateringFacilities,general_keyCardAccess,general_bookExchange,general_fridge,general_fitnessCentre,general_hotShower,general_dryer,general_parking,general_bbq,general_childPlayArea,general_dishwasher,general_hotTub,service_housekeeping,service_laundry,service_24HourSecurity,service_lateCheckOut,service_expressCheckIn,service_luggageStorage,service_reception,service_travelDesk,service_internetCafe,service_morningCall,service_currencyExchange,service_fax,service_24HourReception,service_postal,service_bicycleHire,service_internetAccess,service_beautySalon,foodDrink_teaCoffeeMaking,foodDrink_cafe,foodDrink_bar,foodDrink_restaurant,foodDrink_Meal,foodDrink_vendingMachine,entertainment_gameRoom,entertainment_poolTable,entertainment_foosball,entertainment_DVD,entertainment_playStation,entertainment_boardGame,entertainment_wii,entertainment_wifi
Guest House KURA,https://www.hostelworld.com/hosteldetails.php/Guest-House-KURA/Nagano/68894,Nagano,24.61,10.7,9.4,Superb,10,10,6,10,10,10,10,"['Free City Maps', 'Free Internet Access', 'Free Parking', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'BBQ', 'Bicycle Parking', 'Book Exchange', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']","['Bicycle Hire', 'Fax Service', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Tours/Travel Desk', 'Towels for hire']","['Cafe', 'Tea & Coffee Making Facilities']","['Board Games', 'Wi-Fi']",36.65795,138.31571,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes
Minka House,https://www.hostelworld.com/hosteldetails.php/Minka-House/Nagano/301400,Nagano,24.61,50.5,10,Superb,10,10,10,10,10,10,10,"['Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Meals Available', 'Restaurant', 'Tea & Coffee Making Facilities']","['Board Games', 'Wi-Fi']",36.22991,137.97388,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,yes
The Stay Sapporo,https://www.hostelworld.com/hosteldetails.php/The-Stay-Sapporo/Sapporo/94710,Sapporo,16.08,1.2,10,Superb,10,10,10,10,10,10,10,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Elevator', 'Hot Showers', 'Parking']","['24 Hour Security', 'Internet Access', 'Laundry Facilities']",,,43.05352,141.34553,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Grids Sapporo Hotel&Hostel,https://www.hostelworld.com/hosteldetails.php/Grids-Sapporo-Hotel-and-Hostel/Sapporo/278412,Sapporo,21.3,0.6,9.3,Superb,9.3,9.3,9.3,9.3,8.7,10,9.3,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'Cooker', 'Dryer', 'Follows Covid-19 sanitation guidance', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Parking', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Fax Service', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities', 'Vending Machines']",,35.67917,139.77285,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
SappoLodge,https://www.hostelworld.com/hosteldetails.php/SappoLodge/Sapporo/93412,Sapporo,23.31,0.9,10,Superb,10,10,10,10,10,10,10,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Ceiling Fan', 'Common Room', 'Hair Dryers', 'Hot Showers', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities']","['24 Hour Security', 'Fax Service', 'Housekeeping', 'Internet Access', 'Luggage Storage', 'Postal Service', 'Tours/Travel Desk']","['Bar', 'Cafe', 'Meals Available', 'Restaurant', 'Tea & Coffee Making Facilities']","[""DVD's""]",43.05625,141.3635,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no
Khaosan World Namba,https://www.hostelworld.com/hosteldetails.php/Khaosan-World-Namba/Osaka/265731,Osaka,17.23,4.5,9.6,Superb,10,9.7,9.4,9.7,9.1,8.9,10,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Elevator', 'Follows Covid-19 sanitation guidance', 'Hair Dryers', 'Hot Showers', 'Security Lockers', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",['Vending Machines'],['Wi-Fi'],34.66619,135.49713,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Hostel Q,https://www.hostelworld.com/hosteldetails.php/Hostel-Q/Osaka/82301,Osaka,23.79,4.2,9.1,Superb,9.7,8.6,9.7,9.7,9.4,8.3,8.3,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Common Room', 'Elevator', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Fax Service', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Towels for hire']",['Tea & Coffee Making Facilities'],"['Board Games', 'Wi-Fi']",34.66922,135.49858,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes
HIPPO Hostel & Cafe Bar,https://www.hostelworld.com/hosteldetails.php/HIPPO-Hostel-and-Cafe-Bar/Osaka/301078,Osaka,15.38,5.5,9,Superb,8.7,10,8,10,8.7,9.3,8,"['Free WiFi', 'Linen Included']","['Air Conditioning', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['Fax Service', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)']","['Bar', 'Cafe']",,34.6643,135.53206,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
&And Hostel Hommachi-East,https://www.hostelworld.com/hosteldetails.php/-and-And-Hostel-Hommachi-East/Osaka/300500,Osaka,9.84,2.9,10,Superb,10,10,10,10,10,10,10,"['Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Meeting Rooms', 'Safe Deposit Box', 'Wheelchair Friendly']","['Laundry Facilities', 'Luggage Storage']",,['Wi-Fi'],34.68214,135.51201,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
Imano Osaka Shinsaibashi Hostel,https://www.hostelworld.com/hosteldetails.php/Imano-Osaka-Shinsaibashi-Hostel/Osaka/294059,Osaka,18.05,3.8,8,Fabulous,8,8,8,8,8,8,8,,['Follows Covid-19 sanitation guidance'],,,,34.67287,135.49501,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Osaka Guesthouse Hive,https://www.hostelworld.com/hosteldetails.php/Osaka-Guesthouse-Hive/Osaka/264049,Osaka,18.87,1.3,6.7,Good,8,7.3,8,6.7,5.3,5.3,6,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['PlayStation', 'Wi-Fi']",34.70218,135.48943,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
The Pax Hostel/Records/More,https://www.hostelworld.com/hosteldetails.php/The-Pax-Hostel-Records-More/Osaka/270406,Osaka,18.87,6,10,Superb,10,10,10,10,10,10,10,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Card Phones', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Late check-out', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities']",,34.65266,135.50543,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
Hostel Mitsuwaya Osaka,https://www.hostelworld.com/hosteldetails.php/Hostel-Mitsuwaya-Osaka/Osaka/265633,Osaka,26.25,4.1,10,Superb,10,10,10,10,10,10,10,"['Free City Maps', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Book Exchange', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67112,135.51147,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes
The Stay Osaka Shinsaibashi,https://www.hostelworld.com/hosteldetails.php/The-Stay-Osaka-Shinsaibashi/Osaka/299208,Osaka,13.62,3.7,9,Superb,8.7,8,10,9.3,8.7,8.7,9.3,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Key Card Access', 'Microwave', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']","['Internet Access', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67331,135.50767,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes
Shin-Osaka Tomato Guest House,https://www.hostelworld.com/hosteldetails.php/Shin-Osaka-Tomato-Guest-House/Osaka/78230,Osaka,11.9,1.9,8.6,Fabulous,10,10,8,8,8,8,8,"['Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Laundry Facilities', 'Towels for hire']",,,34.72298,135.49593,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
J-Hoppers Osaka Universal,https://www.hostelworld.com/hosteldetails.php/J-Hoppers-Osaka-Universal/Osaka/264538,Osaka,20.3,6.4,10,Superb,10,10,10,10,10,10,10,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Book Exchange', 'Breakfast Not Included', ""Children's Play Area"", 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67668,135.44155,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes
Qoo Hostel Osaka,https://www.hostelworld.com/hosteldetails.php/Qoo-Hostel-Osaka/Osaka/293350,Osaka,12.31,5.5,7.9,Very good,8.7,8,8.7,8,8,6.7,7.3,"['Free Internet Access', 'Free WiFi', 'Linen Included']","[""Children's Play Area"", 'Common Room', 'Cooker', 'Elevator', 'Fridge/Freezer', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Key Card Access', 'Security Lockers', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Laundry Facilities', 'Reception (limited hours)']",['Bar'],"['Games Room', 'Wi-Fi']",34.65702,135.50542,no,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes
Beehive Hostel Osaka,https://www.hostelworld.com/hosteldetails.php/Beehive-Hostel-Osaka/Osaka/265783,Osaka,23.79,3.4,10,Superb,10,10,10,10,10,10,10,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Postal Service', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67691,135.50843,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes
Mad Cat Hostel Osaka & Bar,https://www.hostelworld.com/hosteldetails.php/Mad-Cat-Hostel-Osaka-and-Bar/Osaka/299246,Osaka,14.36,8,10,Superb,10,10,10,10,10,10,10,['Free WiFi'],"['Air Conditioning', 'Breakfast Not Included', 'Ceiling Fan', 'Common Room', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Utensils', 'Washing Machine']","['Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",['Bar'],['Wi-Fi'],34.63473,135.51023,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
Guesthouse U-En,https://www.hostelworld.com/hosteldetails.php/Guesthouse-U-En/Osaka/82892,Osaka,18.87,2,9.4,Superb,10,8,10,10,10,10,8,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Reading Light', 'Security Lockers', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Tours/Travel Desk', 'Towels for hire']","['Bar', 'Cafe', 'Meals Available', 'Restaurant', 'Tea & Coffee Making Facilities']",,34.69463,135.48646,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
Air Osaka Hostel,https://www.hostelworld.com/hosteldetails.php/Air-Osaka-Hostel/Osaka/96425,Osaka,13.13,9.7,9.6,Superb,10,9.5,9.5,10,10,9.5,9,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Book Exchange', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Hot Tub', 'Jobs Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Express check-in / out', 'Fax Service', 'Housekeeping', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Meals Available', 'Tea & Coffee Making Facilities']","['Board Games', 'Wi-Fi']",34.62093,135.47598,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,yes
Khaosan World Tennoji Hostel,https://www.hostelworld.com/hosteldetails.php/Khaosan-World-Tennoji-Hostel/Osaka/275476,Osaka,18.87,6.6,8.8,Fabulous,9.3,9.3,8,9.3,7.3,9.3,8.7,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'Card Phones', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Follows Covid-19 sanitation guidance', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Key Card Access', 'Microwave', 'Parking', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.64927,135.51692,no,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes
Guest House Matsu,https://www.hostelworld.com/hosteldetails.php/Guest-House-Matsu/Osaka/277737,Osaka,15.59,7.4,10,Superb,10,10,10,10,10,10,10,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities']","['Wi-Fi', 'Wii']",34.64064,135.49512,no,no,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes
Santiago Guesthouse Hiroshima,https://www.hostelworld.com/hosteldetails.php/Santiago-Guesthouse-Hiroshima/Hiroshima/100757,Hiroshima,16.41,0.7,9.4,Superb,10,8.8,9.8,9.2,9.4,8.8,9.6,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['Housekeeping', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",,['Wi-Fi'],34.39024,132.46095,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
